FullGeneName,GeneID,SortIndex,Uniprot ID,GeneName,Length (bp),PZ,OrthologID_D,OrthologID_CM,Product,Mass (kD),Function,Mem true,Hyp true,DNA true,Secr true,Inc true,Protein Family,EB,RB,Microarray,PDB ID,PDB,PDBImageURL,AlphaFold ID,AFImageURL,Version,Structural homology (Foldseek),Biological Process,Cellular Component,Molecular Function,Subcellular Location,Subunit Structure,LastEdited,EditedByName,Favorite
 CTL0448,CTL0448,431,A0A0H3MD53,,106,,CT196,TC0469,Candidate inclusion membrane protein,11.2,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,ND,ND,Constitutive,,,,A0A0H3MD53,,,,,membrane [GO:0016020],,,,,,
tsaD CTL0449,CTL0449,432,B0B9U7,tsaD,338,,CT197,TC0470,tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD),35.9,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,KAE1 / TsaD family,NQ,ND,Constitutive,,,,B0B9U7,,,,tRNA threonylcarbamoyladenosine modification [GO:0002949],cytoplasm [GO:0005737],iron ion binding [GO:0005506]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01445}.,,,,
oppA3 CTL0450,CTL0450,433,A0A0H3MKR3,oppA3,518,,CT198,TC0471,Oligopeptide transport system binding protein,58.8,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,Bacterial solute-binding protein 5 family,ND,47,Constitutive,,,,A0A0H3MKR3,,,,transmembrane transport [GO:0055085],ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597],,,,,,
oppB CTL0451,CTL0451,434,A0A0H3MBW5,oppB,313,,CT199,TC0472,Oligopeptide transport system membrane permease,35.0,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,Binding-protein-dependent transport system permease family,ND,ND,Constitutive,,,,A0A0H3MBW5,,,,transmembrane transport [GO:0055085],plasma membrane [GO:0005886],,Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
oppC CTL0452,CTL0452,435,A0A0H3MBP4,oppC,281,,CT200,TC0473,Oligopeptide transport system membrane permease,31.3,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,"Binding-protein-dependent transport system permease family, OppBC subfamily",ND,ND,Constitutive,,,,A0A0H3MBP4,,,,peptide transport [GO:0015833]; protein transport [GO:0015031]; transmembrane transport [GO:0055085],plasma membrane [GO:0005886],,Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.,,,,
oppD CTL0453,CTL0453,436,A0A0H3MGW6,oppD,277,,CT201,TC0473.1,Oligopeptide transport system ATP-binding protein,30.7,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,ABC transporter superfamily,ND,ND,Constitutive,,,,A0A0H3MGW6,,,,peptide transport [GO:0015833],,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,,,,
oppF CTL0454,CTL0454,437,A0A0H3MD56,oppF,247,,CT202,,Oligopeptide transport system ATP-binding protein,27.4,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MD56,,,,,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,,,,
 CTL0455,CTL0455,438,A0A0H3MKR8,,249,,CT203,TC0475,DUF1186 domain-containing protein,28.3,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,NQ,Constitutive,,,,A0A0H3MKR8,,,,,,,,,,,
 CTL0456,CTL0456,439,A0A0H3MBW9,,471,,CT204,TC0476,Sodium:sulfate symporter,51.2,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,"SLC13A/DASS transporter (TC 2.A.47) family, DIT1 subfamily",NQ,ND,Constitutive,,,,A0A0H3MBW9,,,,,membrane [GO:0016020],transmembrane transporter activity [GO:0022857],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
pfkA CTL0457,CTL0457,440,A0A0H3MBP7,pfkA,553,,CT205,TC0477,Probable ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase),62.0,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Phosphofructokinase type A (PFKA) family, PPi-dependent PFK group II subfamily, Clade 'Long' sub-subfamily",37,ND,Constitutive,,,,A0A0H3MBP7,,,,fructose 6-phosphate metabolic process [GO:0006002],cytoplasm [GO:0005737],6-phosphofructokinase activity [GO:0003872]; ATP binding [GO:0005524]; diphosphate-fructose-6-phosphate 1-phosphotransferase activity [GO:0047334]; metal ion binding [GO:0046872],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01980}.,Homodimer. {ECO:0000256|HAMAP-Rule:MF_01980}.,,,
 CTL0458,CTL0458,441,A0A0H3MGX1,,282,,CT206,TC0478,Serine aminopeptidase S33 domain-containing protein,31.6,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MGX1,,,,,,,,,,,
pfkA_2 CTL0459,CTL0459,442,A0A0H3MD63,pfkA_2,548,,CT207,TC0479,6-phosphofructokinase (EC 2.7.1.-),61.2,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Phosphofructokinase type A (PFKA) family, PPi-dependent PFK group II subfamily, Clade 'Long' sub-subfamily",39,ND,Constitutive,,,,A0A0H3MD63,,,,fructose 6-phosphate metabolic process [GO:0006002],cytoplasm [GO:0005737],6-phosphofructokinase activity [GO:0003872]; ATP binding [GO:0005524]; diphosphate-fructose-6-phosphate 1-phosphotransferase activity [GO:0047334]; metal ion binding [GO:0046872],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01980}.,Homodimer. {ECO:0000256|HAMAP-Rule:MF_01980}.,,,
waaA CTL0460,CTL0460,443,B0B9V8,waaA,431,,CT208,TC0480,3-deoxy-D-manno-octulosonic acid transferase (Kdo transferase) (EC 2.4.99.12) (EC 2.4.99.13) (EC 2.4.99.14) (Kdo(2)-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Kdo-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Trifunctional Kdo transferase),49.5,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,"Glycosyltransferase group 1 family, Glycosyltransferase 30 subfamily",ND,ND,Constitutive,,,,B0B9V8,,,,lipopolysaccharide core region biosynthetic process [GO:0009244],plasma membrane [GO:0005886],Kdo transferase activity [GO:0043842],Cell inner membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}.,,,,
leuS CTL0461,CTL0461,444,B0B9V9,leuS,819,,CT209,TC0481,Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS),92.8,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Class-I aminoacyl-tRNA synthetase family,28,ND,Constitutive,,,,B0B9V9,,,,leucyl-tRNA aminoacylation [GO:0006429],cytoplasm [GO:0005737],aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00049}.,,,,
hemL CTL0462,CTL0462,445,B0B9W0,hemL,422,,CT210,TC0482,"Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)",45.9,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Class-III pyridoxal-phosphate-dependent aminotransferase family, HemL subfamily",ND,ND,Constitutive,,,,B0B9W0,,,,protoporphyrinogen IX biosynthetic process [GO:0006782],cytoplasm [GO:0005737],"glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]",Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00375}.,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00375}.,,,
 CTL0463,CTL0463,446,B0B9W1,,189,,CT211,TC0483,UPF0301 protein CTL0463,20.8,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,UPF0301 (AlgH) family,66,ND,Constitutive,,,,B0B9W1,,,,,,,,,,,
 CTL0464,CTL0464,447,A0A0H3MKS3,,148,,CT212,TC0484,BFN domain-containing protein,17.1,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,22,ND,Late,,,,A0A0H3MKS3,,,,,,nuclease activity [GO:0004518],,,,,
rpiA CTL0465,CTL0465,448,B0B9W3,rpiA,242,,CT213,TC0485,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),26.7,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Ribose 5-phosphate isomerase family,25,ND,Late,,,,B0B9W3,,,,"pentose-phosphate shunt, non-oxidative branch [GO:0009052]",,ribose-5-phosphate isomerase activity [GO:0004751],,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00170}.,,,
 CTL0466,CTL0466,449,A0A0H3MBX4,,547,,CT214,TC0486,Candidate inclusion membrane protein,59.8,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,9,ND,Late,,,,A0A0H3MBX4,,,,,membrane [GO:0016020],,,,,,
dhnA CTL0467,CTL0467,450,A0A0H3MBQ3,dhnA,348,,CT215,TC0487,Fructose-bisphosphate aldolase,38.0,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,100,72,Mid_Late,,,,A0A0H3MBQ3,,,,,,fructose-bisphosphate aldolase activity [GO:0004332],,,,,
xasA CTL0468,CTL0468,451,A0A0H3MGX6,xasA,466,,CT216,TC0488,Glutamate/gamma-aminobutyrate antiporter,51.2,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Mid_Late,,,,A0A0H3MGX6,,,,,plasma membrane [GO:0005886],antiporter activity [GO:0015297],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 CTL0469,CTL0469,452,A0A0H3MD68,,254,,CT217,TC0489,tRNA(Ile)-lysidine/2-thiocytidine synthase N-terminal domain-containing protein,28.1,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MD68,,,,tRNA modification [GO:0006400],cytoplasm [GO:0005737],metal ion binding [GO:0046872]; transferase activity [GO:0016740],,,,,
surE CTL0470,CTL0470,453,B0B9W8,surE,283,,CT218,TC0491,5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase),31.5,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,SurE nucleotidase family,38,NQ,Mid_Late,,,,B0B9W8,,,,,cytoplasm [GO:0005737],metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; XMP 5'-nucleosidase activity [GO:0106411],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00060}.,,,,
ubiA CTL0471,CTL0471,454,A0A0H3MKS7,ubiA,302,,CT219,TC0492,4-hydroxybenzoate polyprenyltransferase,33.6,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,UbiA prenyltransferase family,ND,ND,Constitutive,,,,A0A0H3MKS7,,,,,membrane [GO:0016020],"transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]",,,,,
ubiX CTL0472,CTL0472,455,A0A0H3MBX7,ubiX,192,,CT220,TC0493,Flavin prenyltransferase UbiX (EC 2.5.1.129),20.9,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,UbiX/PAD1 family,ND,ND,Constitutive,,,,A0A0H3MBX7,,,,,,flavin prenyltransferase activity [GO:0106141],,,,,
 CTL0473,CTL0473,456,A0A0H3MBQ9,,298,,CT221,TC0494,Exported protein,33.1,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,,NQ,ND,Constitutive,,,,A0A0H3MBQ9,,,,,plasma membrane [GO:0005886],,Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 CTL0474,CTL0474,457,A0A0H3MGX9,,46,,CT221,,Uncharacterized protein,5.1,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,,,,,A0A0H3MGX9,,,,,,,,,,,
 CTL0475,CTL0475,458,A0A0H3MD72,,128,,,,Candidate inclusion membrane protein,13.9,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,ND,ND,Constitutive,,,,A0A0H3MD72,,,,,membrane [GO:0016020],,,,,,
 CTL0476,CTL0476,459,A0A0H3MKT3,,268,,CT223,TC0495,Candidate inclusion membrane protein,29.6,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,ND,NQ,Constitutive,,,,A0A0H3MKT3,,,,,membrane [GO:0016020],,,,,,
 CTL0477,CTL0477,460,A0A0H3MBY0,,147,,CT224,,Candidate inclusion membrane protein,15.9,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,ND,ND,ND,,,,A0A0H3MBY0,,,,,membrane [GO:0016020],,,,,,
 CTL0477A,CTL0477A,461,A0A0H3MBY0,,147,,,,Candidate inclusion membrane protein,15.9,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,ND,ND,ND,,,,A0A0H3MBY0,,,,,membrane [GO:0016020],,,,,,
 CTL0478,CTL0478,462,A0A0H3MGY3,,171,,CT226,TC0497,Candidate inclusion membrane protein,18.3,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,ND,ND,Constitutive,,,,A0A0H3MGY3,,,,,membrane [GO:0016020],,,,,,
 CTL0479,CTL0479,463,A0A0H3MD78,,133,,CT227,TC0498,Candidate inclusion membrane protein,14.2,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,ND,ND,Constitutive,,,,A0A0H3MD78,,,,,membrane [GO:0016020],,,,,,
 CTL0480,CTL0480,464,A0A0H3MKT9,,196,,CT228,TC0499,Candidate inclusion membrane protein,20.8,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,ND,NQ,Constitutive,,,,A0A0H3MKT9,,,,,membrane [GO:0016020],,,,,,
cpoS CTL0481,CTL0481,465,A0A0H3MBY4,cpoS,215,,CT229,TC0500,Inclusion membrane protein SpoS,23.5,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,ND,ND,Constitutive,,,,A0A0H3MBY4,,,,,membrane [GO:0016020],,,,,,
 CTL0482,CTL0482,466,A0A0H3MBS5,,415,,CT230,TC0501,Sodium:dicarboxylate symport protein,45.0,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23) family,NQ,ND,Mid_Late,,,,A0A0H3MBS5,,,,,membrane [GO:0016020],symporter activity [GO:0015293],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 CTL0483,CTL0483,467,A0A0H3MGY6,,490,,CT231,TC0502,Sodium-dependent amino acid transporter,54.5,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MGY6,,,,,membrane [GO:0016020],,Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
incB CTL0484,CTL0484,468,A0A0H3MD83,incB,115,,CT232,,Inclusion membrane protein B,12.2,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,ND,ND,Constitutive,,,,A0A0H3MD83,,,,,membrane [GO:0016020],,,,,,
incC CTL0485,CTL0485,469,A0A0H3MKU4,incC,178,,CT233,TC0504,Inclusion membrane protein C,18.5,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,ND,ND,Early,,,,A0A0H3MKU4,,,,,membrane [GO:0016020],,,,,,
 CTL0486,CTL0486,470,A0A0H3MBY7,,928,,CT234,TC0505,Membrane transport protein,106.0,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MBY7,,,,,membrane [GO:0016020],,,,,,
 CTL0487,CTL0487,471,A0A0H3MBT0,,137,,CT235,TC0506,"Transcription regulator, crp family",15.5,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,,ND,ND,ND,,,,A0A0H3MBT0,,,,monoatomic ion transmembrane transport [GO:0034220],membrane [GO:0016020],,,,,,
acpP CTL0488,CTL0488,472,B0B7F2,acpP,77,,CT236,TC0507,Acyl carrier protein (ACP),8.7,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Acyl carrier protein (ACP) family,85,NQ,,,,,B0B7F2,,,,,cytoplasm [GO:0005737],acyl carrier activity [GO:0000036],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01217}.,,,,
fabG CTL0489,CTL0489,473,A0A0H3MGZ1,fabG,248,,CT237,TC0508,3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100),26.0,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Short-chain dehydrogenases/reductases (SDR) family,90,73,Mid_Late,,,,A0A0H3MGZ1,,,,fatty acid biosynthetic process [GO:0006633],,3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; NAD binding [GO:0051287],,Homotetramer. {ECO:0000256|RuleBase:RU366074}.,,,
fabD CTL0490,CTL0490,474,A0A0H3MD88,fabD,308,,CT238,TC0509,Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39),33.5,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,FabD family,55,NQ,Mid_Late,,,,A0A0H3MD88,,,,,,[acyl-carrier-protein] S-malonyltransferase activity [GO:0004314],,,,,
fabH CTL0491,CTL0491,475,A0A0H3MKU9,fabH,327,,CT239,TC0510,Beta-ketoacyl-[acyl-carrier-protein] synthase III (Beta-ketoacyl-ACP synthase III) (KAS III) (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase 3) (3-oxoacyl-[acyl-carrier-protein] synthase III),35.3,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Thiolase-like superfamily, FabH family",50,ND,Mid_Late,,,,A0A0H3MKU9,,,,fatty acid biosynthetic process [GO:0006633],cytoplasm [GO:0005737],3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01815}.,Homodimer. {ECO:0000256|HAMAP-Rule:MF_01815}.,,,
recR CTL0492,CTL0492,476,B0B7F6,recR,200,,CT240,TC0511,Recombination protein RecR,22.1,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,RecR family,ND,ND,Constitutive,,,,B0B7F6,,,,DNA recombination [GO:0006310]; DNA repair [GO:0006281],,DNA binding [GO:0003677]; metal ion binding [GO:0046872],,,,,
 CTL0493,CTL0493,477,A0A0H3MBZ2,,792,,CT241,TC0512,Outer membrane protein (Variable surface antigen),88.8,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,,53,192,Mid_Late,,,,A0A0H3MBZ2,,,,membrane assembly [GO:0071709],outer membrane [GO:0019867],,Membrane {ECO:0000256|ARBA:ARBA00004370}.,,,,
ompH CTL0494,CTL0494,478,A0A0H3MBT5,ompH,173,,CT242,TC0513,Outer membrane protein,19.4,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,Skp family,128,152,,,,,A0A0H3MBT5,,,,,,unfolded protein binding [GO:0051082],,,,,
lpxD CTL0495,CTL0495,479,B0B7F9,lpxD,354,,CT243,TC0514,UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.191),38.4,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,"Transferase hexapeptide repeat family, LpxD subfamily",NQ,NQ,Constitutive,,,,B0B7F9,,,,lipid A biosynthetic process [GO:0009245],,N-acyltransferase activity [GO:0016410],,Homotrimer. {ECO:0000255|HAMAP-Rule:MF_00523}.,,,
 CTL0496,CTL0496,480,A0A0H3MGZ6,,398,,CT244,TC0515,Uncharacterized protein,45.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,ND,,,,A0A0H3MGZ6,,,,,,,,,,,
pdhA CTL0497,CTL0497,481,A0A0H3MD93,pdhA,340,,CT245,TC0516,Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1),37.2,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,55,ND,Constitutive,,,,A0A0H3MD93,,,,acetyl-CoA biosynthetic process from pyruvate [GO:0006086],intracellular membrane-bounded organelle [GO:0043231],pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739],,"Heterodimer of an alpha and a beta chain. {ECO:0000256|ARBA:ARBA00011870, ECO:0000256|RuleBase:RU361139}.",,,
pdhB CTL0498,CTL0498,482,A0A0H3MKV4,pdhB,328,,CT246,TC0517,Pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1),36.2,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,51,NQ,Constitutive,,,,A0A0H3MKV4,,,,acetyl-CoA biosynthetic process from pyruvate [GO:0006086],,pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739],,,,,
pdhC CTL0499,CTL0499,483,A0A0H3MBZ6,pdhC,429,,CT247,TC0518,Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12),46.4,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,2-oxoacid dehydrogenase family,49,ND,Constitutive,,,,A0A0H3MBZ6,,,,acetyl-CoA biosynthetic process from pyruvate [GO:0006086],pyruvate dehydrogenase complex [GO:0045254],dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742],,Forms a 24-polypeptide structural core with octahedral symmetry. {ECO:0000256|ARBA:ARBA00011484}.,,,
glgP CTL0500,CTL0500,484,A0A0H3MBU3,glgP,814,,CT248,TC0519,"Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)",92.8,Inermediary metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Glycogen phosphorylase family,56,ND,Late,,,,A0A0H3MBU3,,,,carbohydrate metabolic process [GO:0005975],,glycogen phosphorylase activity [GO:0008184]; linear malto-oligosaccharide phosphorylase activity [GO:0102250]; pyridoxal phosphate binding [GO:0030170]; SHG alpha-glucan phosphorylase activity [GO:0102499],,,,,
dnaA CTL0501,CTL0501,485,A0A0H3MD98,dnaA,456,,CT250,TC0521,Chromosomal replication initiator protein DnaA,51.9,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,DnaA family,NQ,ND,Constitutive,,,,A0A0H3MD98,,,,DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275],cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA replication origin binding [GO:0003688],"Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_00377}.",,,,
oxaA CTL0503,CTL0503,486,A0A0H3MKV9,oxaA,787,,CT251,TC0522,Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC),88.0,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,"OXA1/ALB3/YidC family, Type 1 subfamily",74,164,Constitutive,,,,A0A0H3MKV9,,,,protein insertion into membrane [GO:0051205]; protein transport [GO:0015031],plasma membrane [GO:0005886],membrane insertase activity [GO:0032977],Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01810}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01810}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,Interacts with the Sec translocase complex via SecD. Specifically interacts with transmembrane segments of nascent integral membrane proteins during membrane integration. {ECO:0000256|HAMAP-Rule:MF_01810}.,,,
lgt CTL0504,CTL0504,487,A0A0H3MC02,lgt,272,,CT252,TC0523,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145),29.9,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Lgt family,NQ,ND,Constitutive,,,,A0A0H3MC02,,,,lipoprotein biosynthetic process [GO:0042158],plasma membrane [GO:0005886],phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961],Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01147}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01147}.,,,,
 CTL0505,CTL0505,488,A0A0H3MBU8,,215,,CT253,TC0524,Lipoprotein,24.0,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,NQ,246,Constitutive,6UXC;,6UXC,https://cdn.rcsb.org/images/structures/6uxc_assembly-1.jpeg,A0A0H3MBU8,,,,,,,,,,,
 CTL0506,CTL0506,489,A0A0H3MH02,,256,,CT254,TC0525,Inner membrane protein,28.3,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MH02,,,,CAAX-box protein processing [GO:0071586],membrane [GO:0016020],metalloendopeptidase activity [GO:0004222],,,,,
 CTL0507,CTL0507,490,A0A0H3MDA2,,127,,CT255,TC0526,NTP pyrophosphohydrolase MazG-like domain-containing protein,14.4,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MDA2,,,,,,,,,,,
 CTL0508,CTL0508,491,A0A0H3MKW3,,414,,CT256,TC0527,Membrane transport protein,45.9,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MKW3,,,,,membrane [GO:0016020],flavin adenine dinucleotide binding [GO:0050660],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 CTL0509,CTL0509,492,A0A0H3MC08,,404,,CT257,TC0528,,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MC08,,,,,membrane [GO:0016020],flavin adenine dinucleotide binding [GO:0050660],,,,,
 CTL0510,CTL0510,493,A0A0H3MBV3,,374,,CT258,TC0529,cysteine desulfurase (EC 2.8.1.7),,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,10,ND,Constitutive,,,,A0A0H3MBV3,,,,,,iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872],,Homodimer. {ECO:0000256|ARBA:ARBA00011738}.,,,
 CTL0511,CTL0511,494,A0A0H3MH06,,248,,CT259,TC0530,protein-serine/threonine phosphatase (EC 3.1.3.16),,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Mid_Late,,,,A0A0H3MH06,,,,,,protein serine/threonine phosphatase activity [GO:0004722],,,,,
